DBN,School Name,Enrollment,Percent Female,Percent Male,Percent Neither Female nor Male,Percent English Language Learners,Percent Students with IEPs,Economic Need Index,Percent Overage / Undercredited,Percent in Temp Housing,Percent HRA Eligible,Teacher Percent - White,Nearby Student Distance (mi),Percentage of Students Enrolled in an AP Course,Percentage of Students Enrolled in an Advanced Math or Science Course,Percentage of Students Enrolled in a College Credited Course,Percentage of Students Enrolled in Any Advanced Course,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Percent of Students Chronically Absent,Teacher Attendance Rate,Metric Value - Average Regents Score - English,Metric Value - College and Career Preparatory Course Index,Metric Value - College Persistence,Rigorous Instruction - Element Score,Collaborative Teachers - Element Score,Supportive Environment - Element Score,Effective School Leadership - Element Score,Strong Family-Community Ties - Element Score,Trust - Element Score,Student Survey Response Rate,Teacher Survey Response Rate,Parent Survey Response Rate,zip code,Percent No High School (25+),Percent Bachelor's Degree or Higher (25+),Percent Language Other Than English at Home,Percent Population with Disabilities,Percent Foreign-Born Population,Percent Households with Broadband Internet,Median Household Income,Percent Households on SNAP/Food Stamps,dropout_rate,Graduation Rate,Student Percent - Black and Hispanic,Student Percent - Other,District,Borough,Percent College Ready based on SAT Math,Average Grade 8 Proficiency,CLEP_enrolled,IB_enrolled,NYCPS_college_prep_enrolled,Took_ACT
13K430,brooklyn technical high school,5942.0,0.431,0.568,0.001,0.001,0.017,0.513,0.002,0.034,0.428,0.567,5.5,0.73,0.544,0.355,0.984,6.7,0.907,0.143,0.963,91.8,0.995,0.843,4.35,4.01,4.14,4.09,1.85,3.37,92.0,86.0,89.0,11217.0,3.9,71.7,25.2,9.2,19.3,92.0,152735.0,9.9,0.2,0.981,0.121,0.857,13,Brooklyn,0.979,4.135,0.0,0.0,0.0,1.0
13K439,brooklyn international high school,292.0,0.394,0.606,0.0,0.911,0.031,0.934,0.247,0.236,0.606,0.68,3.9,0.0,0.271,0.062,0.445,9.1,0.92,0.405,0.954,51.1,0.754,0.423,4.88,4.91,4.37,4.62,3.44,4.25,70.0,96.0,50.0,11201.0,2.7,78.1,25.6,8.2,21.1,94.2,163310.0,7.7,9.25,0.845,0.77,0.229,13,Brooklyn,0.016,2.03,0.0,0.0,1.0,0.0
13K483,the urban assembly school for law and justice,442.0,0.658,0.342,0.0,0.034,0.174,0.78,0.032,0.079,0.715,0.552,4.1,0.244,0.333,0.0,0.416,3.1,0.655,0.627,0.961,74.5,0.42,0.538,4.65,4.61,3.62,4.44,4.03,3.69,76.0,100.0,33.0,11201.0,2.7,78.1,25.6,8.2,21.1,94.2,163310.0,7.7,3.0,0.9415,0.899,0.095,13,Brooklyn,0.159,2.885,0.0,0.0,0.0,1.0
13K527,urban assembly institute of math and science for young women,305.0,1.0,0.0,0.0,0.072,0.184,0.869,0.039,0.111,0.81,0.514,3.8,0.344,0.538,0.128,0.675,13.1,0.595,0.598,0.964,50.6,0.986,0.574,2.35,3.4,2.99,3.02,3.18,3.57,70.0,100.0,32.0,11201.0,2.7,78.1,25.6,8.2,21.1,94.2,163310.0,7.7,4.05,0.964,0.738,0.246,13,Brooklyn,0.097,2.6849999999999996,0.0,0.0,0.0,0.0
13K594,gotham professional arts academy,218.0,0.688,0.312,0.0,0.028,0.339,0.837,0.055,0.156,0.78,0.333,2.1,0.358,0.353,0.161,0.454,4.9,0.81,0.722,0.935,61.0,0.391,0.206,4.06,3.27,3.42,3.89,3.82,3.07,45.0,48.0,15.0,11238.0,2.4,70.4,19.4,8.7,19.6,91.5,125747.0,10.8,8.8,0.8160000000000001,0.922,0.069,13,Brooklyn,0.0,2.6799999999999997,0.0,0.0,0.0,1.0
13K595,bedford academy high school,382.0,0.534,0.466,0.0,0.003,0.123,0.626,0.005,0.065,0.513,0.43055437100213223,2.1,0.262,0.44,0.225,0.644,13.4,0.87,0.244,0.981,84.7,0.9,0.675,4.34,3.93,3.96,3.97,4.17,3.52,85.0,100.0,31.0,11216.0,4.0,54.5,21.0,10.2,22.2,89.1,92684.0,14.3,0.0,1.0,0.856,0.11,13,Brooklyn,0.32,3.2649999999999997,0.0,0.0,0.0,1.0
13K605,george westinghouse career and technical education high school,562.0,0.304,0.696,0.0,0.037,0.279,0.798,0.032,0.139,0.728,0.472,3.8,0.192,0.319,0.043,0.415,6.1,0.83,0.387,0.953,65.8,0.771,0.317,3.23,3.03,3.25,3.2,3.49,2.95,53.0,79.0,47.0,11201.0,2.7,78.1,25.6,8.2,21.1,94.2,163310.0,7.7,3.0,0.9215,0.915,0.07100000000000001,13,Brooklyn,0.093,2.62,0.0,0.0,0.0,0.0
13K670,benjamin banneker academy,754.0,0.529,0.471,0.0,0.015,0.178,0.732,0.021,0.092,0.639,0.306,2.9,0.401,0.556,0.216,0.79,7.2,0.776,0.496,0.954,79.7,0.982,0.529,3.0,3.11,3.11,3.16,3.25,3.06,63.0,56.0,12.0,11205.0,6.3,51.8,44.6,8.7,16.4,83.3,74839.0,23.8,0.75,0.979,0.8979999999999999,0.062,13,Brooklyn,0.199,3.1399999999999997,0.0,0.0,0.0,1.0
13K674,"city polytechnic high school of engineering, architecture, and technology",429.0,0.179,0.821,0.0,0.049,0.21,0.727,0.028,0.086,0.639,0.353,4.5,0.263,0.329,0.091,0.529,0.2,0.706,0.394,0.958,66.7,0.678,0.513,2.61,2.79,3.5770989010989007,2.74,3.58,3.58,4.0,66.0,14.0,11201.0,2.7,78.1,25.6,8.2,21.1,94.2,163310.0,7.7,1.0,0.9535,0.841,0.14200000000000002,13,Brooklyn,0.222,2.96,0.0,0.0,0.0,0.0
14K071,juan morel campos secondary school,322.0,0.46,0.54,0.0,0.245,0.314,0.925,0.037,0.158,0.832,0.508,0.9,0.059,0.286,0.0,0.332,6.9,0.778,0.52,0.958,65.6,0.606,0.234,3.45,3.64,3.73,3.71,2.53,3.18,72.0,95.0,44.0,11206.0,12.4,32.9,55.9,12.6,20.3,81.1,51507.0,34.3,2.65,0.738,0.9440000000000001,0.053,14,Brooklyn,0.015,2.545,0.0,0.0,0.0,0.0
14K449,"brooklyn latin school, the",798.0,0.441,0.559,0.0,0.003,0.035,0.533,0.004,0.039,0.452,0.587,5.3,0.0,0.506,0.0,0.992,4.2,0.739,0.236,0.968,89.4,0.985,0.815,3.63,4.05,3.8,3.97,2.75,4.02,71.0,78.0,30.0,11206.0,12.4,32.9,55.9,12.6,20.3,81.1,51507.0,34.3,0.4,0.9915,0.23199999999999998,0.6930000000000001,14,Brooklyn,0.975,4.0649999999999995,0.0,1.0,0.0,1.0
14K454,the williamsburg high school of art and technology,412.0,0.413,0.587,0.0,0.112,0.216,0.834,0.015,0.148,0.74,0.355,2.0,0.0,0.143,0.238,0.291,1.1,0.645,0.476,0.955,62.2,0.61,0.289,3.91,4.25,3.69,3.54,3.98,3.65,42.0,56.0,8.0,11206.0,12.4,32.9,55.9,12.6,20.3,81.1,51507.0,34.3,1.1,0.919,0.879,0.07,14,Brooklyn,0.099,2.7800000000000002,0.0,0.0,0.0,0.0
14K474,progress high school for professional careers,395.0,0.552,0.448,0.0,0.2,0.266,0.916,0.127,0.172,0.82,0.387,1.9,0.309,0.37,0.0,0.585,4.6,0.903,0.38,0.955,56.7,0.718,0.251,4.17,3.62,4.02,3.79,3.66,3.7,44.0,73.0,8.0,11211.0,8.4,52.4,50.9,8.5,21.6,82.5,94824.0,20.2,11.3,0.7725,0.95,0.043,14,Brooklyn,0.034,2.405,0.0,0.0,0.0,0.0
14K477,east williamsburg scholars academy,482.0,0.428,0.572,0.0,0.432,0.201,0.905,0.095,0.17,0.616,0.324,1.9,0.189,0.349,0.058,0.459,9.5,0.73,0.411,0.958,59.9,0.413,0.3,2.45,3.26,3.38,2.96,2.66,2.84,51.0,74.0,6.0,11211.0,8.4,52.4,50.9,8.5,21.6,82.5,94824.0,20.2,11.65,0.8175,0.891,0.049,14,Brooklyn,0.029,2.49,0.0,0.0,0.0,0.0
14K478,"the high school for enterprise, business and technology",542.0,0.359,0.641,0.0,0.196,0.199,0.89,0.065,0.155,0.773,0.256,2.6,0.306,0.339,0.107,0.594,13.1,0.744,0.504,0.951,65.2,0.619,0.332,3.61,2.62,3.2,2.71,2.19,2.15,71.0,81.0,42.0,11211.0,8.4,52.4,50.9,8.5,21.6,82.5,94824.0,20.2,16.55,0.8525,0.848,0.094,14,Brooklyn,0.136,2.67,0.0,1.0,0.0,0.0
14K488,brooklyn preparatory high school,558.0,0.59,0.41,0.0,0.05,0.174,0.809,0.038,0.115,0.742,0.487,3.2,0.457,0.502,0.0,0.661,13.1,0.821,0.186,0.954,68.5,0.446,0.407,3.48,4.36,4.33,3.9,3.68,4.01,51.0,59.0,40.0,11211.0,8.4,52.4,50.9,8.5,21.6,82.5,94824.0,20.2,1.9,0.9544999999999999,0.935,0.04,14,Brooklyn,0.07,2.83,0.0,0.0,0.0,0.0
14K558,williamsburg high school for architecture and design,592.0,0.324,0.676,0.0,0.069,0.235,0.805,0.03,0.118,0.728,0.559,2.4,0.385,0.331,0.0,0.522,14.7,0.882,0.289,0.976,77.8,0.903,0.436,3.94,4.52,4.24,3.85,3.48,4.12,80.0,94.0,55.0,11211.0,8.4,52.4,50.9,8.5,21.6,82.5,94824.0,20.2,0.4,0.9704999999999999,0.865,0.11100000000000002,14,Brooklyn,0.147,2.76,0.0,0.0,0.0,0.0
14K561,williamsburg preparatory school,685.0,0.546,0.454,0.0,0.047,0.213,0.804,0.035,0.095,0.737,0.66,2.2,0.34,0.328,0.042,0.558,2.1,0.793,0.45,0.952,78.0,0.617,0.483,3.45,4.09,3.8,3.69,3.36,4.0,90.0,100.0,37.0,11211.0,8.4,52.4,50.9,8.5,21.6,82.5,94824.0,20.2,0.0,0.97,0.8620000000000001,0.1,14,Brooklyn,0.133,2.795,0.0,0.0,0.0,0.0
14K586,lyons community school,281.0,0.484,0.516,0.0,0.093,0.306,0.936,0.05,0.157,0.879,0.426,1.0,0.0,0.772,0.0,0.865,16.2,0.745,0.754,0.971,68.4,0.738,0.314,3.78,3.9,3.57,4.23,4.32,3.84,52.0,92.0,8.0,11206.0,12.4,32.9,55.9,12.6,20.3,81.1,51507.0,34.3,3.6,0.77,0.9319999999999999,0.022,14,Brooklyn,0.0,2.27,0.0,0.0,1.0,0.0
14K610,a-tech high school,372.0,0.094,0.906,0.0,0.083,0.331,0.829,0.059,0.129,0.774,0.324,4.4,0.226,0.336,0.105,0.438,5.1,0.919,0.33,0.94,70.5,0.508,0.316,3.74,4.12,3.94,3.7,3.25,4.5,81.0,92.0,56.0,11222.0,3.7,64.8,33.1,7.1,26.4,94.0,126250.0,6.7,8.875,0.836,0.917,0.059,14,Brooklyn,0.067,2.505,0.0,0.0,0.0,0.0
14K614,young women's leadership school of brooklyn,189.0,1.0,0.0,0.0,0.063,0.238,0.865,0.026,0.148,0.788,0.519,2.3,0.344,0.529,0.0,0.587,7.1,0.852,0.624,0.963,68.2,0.525,0.649,3.61,3.54,3.75,4.19,3.61,3.99,83.0,100.0,66.0,11206.0,12.4,32.9,55.9,12.6,20.3,81.1,51507.0,34.3,1.7,0.958,0.863,0.137,14,Brooklyn,0.082,2.685,0.0,0.0,0.0,0.0
14K685,el puente academy for peace and justice,189.0,0.429,0.571,0.0,0.18,0.312,0.89,0.042,0.116,0.831,0.43055437100213223,1.2,0.0,0.254,0.116,0.476,5.2,1.0,0.703,0.951,74.0,0.696,0.17,4.35,4.21,3.81,4.69,4.59,4.32,68.0,100.0,40.0,11211.0,8.4,52.4,50.9,8.5,21.6,82.5,94824.0,20.2,14.8,0.7845,0.958,0.021,14,Brooklyn,0.0,2.21,0.0,0.0,1.0,0.0
15K429,digital arts and cinema technology high school,327.0,0.468,0.532,0.0,0.015,0.214,0.719,0.012,0.073,0.648,0.667,3.0,0.434,0.312,0.061,0.606,10.0,0.667,0.403,0.964,79.9,0.58,0.514,3.92,3.36,3.62,3.85,3.51,2.91,84.0,89.0,64.0,11201.0,2.7,78.1,25.6,8.2,21.1,94.2,163310.0,7.7,0.0,0.98,0.881,0.092,15,Brooklyn,0.123,2.945,0.0,0.0,0.0,0.0
15K448,brooklyn collaborative studies,397.0,0.474,0.521,0.005,0.053,0.27,0.724,0.023,0.088,0.655,0.542,2.3,0.0,0.431,0.0,0.559,9.1,0.864,0.666,0.945,72.6,0.987,0.57,4.29,4.5,3.5770989010989007,3.39,3.72,3.63,21.0,43.0,20.0,11231.0,4.6,69.1,22.4,7.2,17.3,90.9,130396.0,15.6,4.55,0.9430000000000001,0.728,0.258,15,Brooklyn,0.105,2.6399999999999997,0.0,0.0,1.0,1.0
15K462,john jay school for law,461.0,0.57,0.43,0.0,0.063,0.226,0.823,0.043,0.141,0.746,0.351,2.6,0.672,0.371,0.056,0.725,1.1,0.514,0.56,0.961,73.9,0.354,0.382,4.44,3.23,3.11,1.77,2.67,1.77,63.0,70.0,14.0,11215.0,2.4,79.6,24.2,5.6,18.7,96.0,173899.0,3.7,7.25,0.8905000000000001,0.872,0.10600000000000001,15,Brooklyn,0.049,2.705,0.0,0.0,0.0,0.0
15K463,cyberarts studio academy,295.0,0.456,0.544,0.0,0.342,0.217,0.857,0.146,0.108,0.647,0.25,2.2,0.112,0.112,0.0,0.22,0.1,0.708,0.653,0.96,56.3,0.719,0.16,2.3,3.39,2.96,3.24,2.43,3.7,52.0,77.0,23.0,11215.0,2.4,79.6,24.2,5.6,18.7,96.0,173899.0,3.7,14.3,0.7404999999999999,0.742,0.149,15,Brooklyn,0.031,2.465,0.0,1.0,0.0,0.0
15K464,park slope collegiate,360.0,0.433,0.567,0.0,0.067,0.256,0.746,0.017,0.106,0.664,0.429,2.0,0.422,0.569,0.0,0.706,4.2,0.839,0.568,0.96,70.7,0.791,0.481,4.26,3.76,3.74,3.43,3.51,3.56,72.0,73.0,19.0,11215.0,2.4,79.6,24.2,5.6,18.7,96.0,173899.0,3.7,4.6,0.875,0.8220000000000001,0.153,15,Brooklyn,0.19,2.79,0.0,0.0,0.0,0.0
15K497,the boerum hill school for international studies,362.0,0.506,0.494,0.0,0.058,0.202,0.533,0.039,0.086,0.428,0.559,1.7,0.0,0.32,0.0,0.776,1.9,0.691,0.476,0.948,70.4,0.681,0.538,3.8,3.71,3.42,3.14,2.27,2.24,66.0,79.0,24.0,11201.0,2.7,78.1,25.6,8.2,21.1,94.2,163310.0,7.7,3.575,0.9045,0.577,0.367,15,Brooklyn,0.277,2.96,0.0,1.0,0.0,1.0
15K519,cobble hill school of american studies,327.0,0.517,0.483,0.0,0.217,0.183,0.83,0.162,0.202,0.667,0.481,3.2,0.223,0.3,0.119,0.498,1.9,0.815,0.466,0.958,62.8,0.695,0.292,3.56,3.44,3.46,3.48,3.84,3.37,50.0,85.0,19.0,11201.0,2.7,78.1,25.6,8.2,21.1,94.2,163310.0,7.7,11.350000000000001,0.843,0.896,0.068,15,Brooklyn,0.011,2.635,0.0,0.0,0.0,0.0
15K592,khalil gibran international academy,135.0,0.341,0.659,0.0,0.481,0.156,0.919,0.185,0.148,0.815,0.647,3.8,0.0,0.415,0.0,0.607,1.1,0.882,0.452,0.972,51.3,0.385,0.283,3.66,4.3,3.96,4.07,3.77,4.11,89.0,100.0,88.0,11217.0,3.9,71.7,25.2,9.2,19.3,92.0,152735.0,9.9,18.5,0.8285,0.497,0.496,15,Brooklyn,0.038,2.3600000000000003,0.0,1.0,0.0,0.0
15K656,brooklyn high school of the arts,920.0,0.779,0.221,0.0,0.005,0.159,0.607,0.012,0.052,0.523,0.5,3.3,0.3,0.37,0.0,0.505,7.1,0.927,0.397,0.959,75.3,0.712,0.532,3.54,4.13,3.41,3.89,3.66,3.4,85.0,94.0,20.0,11217.0,3.9,71.7,25.2,9.2,19.3,92.0,152735.0,9.9,1.3,0.965,0.789,0.167,15,Brooklyn,0.121,3.14,0.0,0.0,0.0,1.0
15K667,sunset park high school,1405.0,0.465,0.535,0.0,0.237,0.199,0.885,0.067,0.097,0.792,0.438,1.0,0.376,0.582,0.225,0.802,9.1,0.813,0.577,0.954,68.9,0.737,0.374,3.08,2.79,3.28,3.34,2.56,2.47,49.0,84.0,17.0,11232.0,17.1,33.8,60.4,11.2,37.9,89.6,79599.0,18.7,6.075,0.893,0.7729999999999999,0.201,15,Brooklyn,0.101,2.615,0.0,0.0,0.0,1.0
15K684,millennium brooklyn hs,719.0,0.595,0.405,0.0,0.008,0.157,0.529,0.008,0.036,0.46,0.652,2.1,0.437,0.485,0.0,0.701,8.2,0.924,0.259,0.958,90.6,0.994,0.803,4.11,4.54,4.07,3.96,3.83,4.15,77.0,94.0,28.0,11215.0,2.4,79.6,24.2,5.6,18.7,96.0,173899.0,3.7,0.0,0.997,0.33099999999999996,0.643,15,Brooklyn,0.871,3.685,0.0,0.0,0.0,1.0
16K455,boys and girls high school,399.0,0.358,0.642,0.0,0.05,0.323,0.876,0.1,0.226,0.81,0.119,1.2,0.113,0.283,0.055,0.356,7.2,0.833,0.505,0.948,65.1,0.5,0.208,2.87,3.46,3.47,3.52,3.53,3.37,58.0,64.0,17.0,11213.0,7.6,31.9,25.1,12.5,31.4,83.5,54211.0,26.5,7.85,0.7745,0.9219999999999999,0.028999999999999998,16,Brooklyn,0.033,2.36,0.0,0.0,0.0,0.0
16K498,brooklyn high school for law and technology,545.0,0.417,0.583,0.0,0.068,0.217,0.865,0.042,0.128,0.798,0.4,1.7,0.191,0.497,0.09,0.571,8.2,0.875,0.527,0.948,65.4,0.573,0.358,3.4736402569593148,3.612055674518201,2.65,3.56,3.442935982339956,3.45,75.0,20.0,6.0,11221.0,7.4,40.8,34.8,9.8,25.2,85.7,77600.0,21.6,6.95,0.9225000000000001,0.9179999999999999,0.07,16,Brooklyn,0.037,2.5949999999999998,0.0,0.0,0.0,0.0
16K688,the brooklyn academy of global finance,188.0,0.463,0.537,0.0,0.144,0.266,0.921,0.085,0.165,0.862,0.294,1.0,0.665,0.378,0.059,0.665,11.1,0.706,0.547,0.991,58.0,0.216,0.167,2.71,3.34,3.01,3.06,3.63,4.07,83.0,100.0,32.0,11221.0,7.4,40.8,34.8,9.8,25.2,85.7,77600.0,21.6,13.5,0.8625,0.8620000000000001,0.138,16,Brooklyn,0.027,2.49,0.0,0.0,0.0,0.0
16K765,nelson mandela high school,133.0,0.391,0.609,0.0,0.06,0.338,0.893,0.075,0.165,0.835,0.43055437100213223,1.2,0.594,0.331,0.18,0.662,1.2,0.882,0.627,0.96,60.5,0.514,0.311,2.28,1.93,2.74,2.03,3.08,2.14,66.0,68.0,17.0,11213.0,7.6,31.9,25.1,12.5,31.4,83.5,54211.0,26.5,3.5999999999999996,0.8445,0.8719999999999999,0.054,16,Brooklyn,0.029,2.4699999999999998,0.0,0.0,0.0,0.0
17K122,pathways in technology early college high school (p-tech),530.0,0.262,0.738,0.0,0.017,0.172,0.746,0.036,0.111,0.67,0.303,1.7,0.0,0.504,0.251,0.636,12.2,0.909,0.418,0.947,63.3,0.576,0.594,3.41,2.7,3.5770989010989007,1.83,3.442935982339956,3.45,23.0,42.0,11.0,11213.0,7.6,31.9,25.1,12.5,31.4,83.5,54211.0,26.5,1.1,0.8505,0.936,0.058,17,Brooklyn,0.082,2.83,0.0,0.0,0.0,0.0
17K382,academy for college preparation and career exploration: a college board school,235.0,0.328,0.672,0.0,0.089,0.196,0.844,0.06,0.221,0.762,0.43055437100213223,1.0,0.174,0.426,0.064,0.494,6.6,0.769,0.265,0.974,66.2,0.353,0.3,3.06,4.08,3.6,3.8,3.47,3.84,54.0,96.0,19.0,11226.0,6.1,34.9,32.5,6.7,42.4,84.8,75947.0,25.0,15.1,0.873,0.94,0.052,17,Brooklyn,0.039,2.435,0.0,0.0,0.0,0.0
17K408,academy of hospitality and tourism,354.0,0.486,0.514,0.0,0.15,0.234,0.878,0.105,0.186,0.757,0.43055437100213223,1.7,0.155,0.331,0.088,0.483,7.6,0.5,0.415,0.965,73.8,0.625,0.297,3.28,3.73,3.49,3.63,3.11,3.37,67.0,72.0,31.0,11226.0,6.1,34.9,32.5,6.7,42.4,84.8,75947.0,25.0,2.85,0.866,0.8919999999999999,0.099,17,Brooklyn,0.0,2.5300000000000002,0.0,0.0,0.0,0.0
17K524,international high school at prospect heights,284.0,0.463,0.537,0.0,0.919,0.049,0.0,0.292,0.25,0.676,0.417,2.1,0.0,0.197,0.011,0.201,0.0,0.958,0.553,0.963,51.7,0.784,0.337,4.4,4.5,4.04,4.22,3.91,3.97,73.0,76.0,24.0,11225.0,5.0,46.4,23.7,9.6,32.8,87.2,82716.0,16.7,11.6,0.7805,0.8029999999999999,0.13,17,Brooklyn,0.0,2.0300000000000002,0.0,0.0,1.0,0.0
17K528,the high school for global citizenship,220.0,0.3,0.7,0.0,0.082,0.232,0.756,0.045,0.141,0.668,0.313,1.9,0.7,0.264,0.073,0.718,13.1,0.563,0.293,0.959,66.9,0.549,0.391,3.93,3.75,4.46,4.15,4.74,4.44,94.0,100.0,72.0,11225.0,5.0,46.4,23.7,9.6,32.8,87.2,82716.0,16.7,8.0,0.9105,0.909,0.086,17,Brooklyn,0.098,2.6050000000000004,0.0,0.0,0.0,0.0
17K531,"school for human rights, the",190.0,0.395,0.605,0.0,0.063,0.295,0.83,0.111,0.132,0.747,0.43055437100213223,0.9,0.111,0.1,0.0,0.211,4.2,0.625,0.545,0.95,63.5,0.603,0.397,3.36,3.02,3.07,3.03,3.39,2.21,62.0,81.0,66.0,11203.0,5.2,25.6,20.0,10.5,50.2,87.9,68006.0,18.1,12.75,0.904,0.948,0.048,17,Brooklyn,0.051,2.475,0.0,0.0,0.0,0.0
17K537,high school for youth and community development at erasmus,469.0,0.335,0.665,0.0,0.09,0.205,0.827,0.064,0.147,0.765,0.609,1.7,0.254,0.213,0.119,0.375,18.5,0.87,0.144,0.965,63.1,0.297,0.305,3.99,4.41,4.29,3.75,3.38,3.5,77.0,100.0,34.0,11226.0,6.1,34.9,32.5,6.7,42.4,84.8,75947.0,25.0,7.15,0.8925000000000001,0.881,0.109,17,Brooklyn,0.042,2.51,0.0,0.0,0.0,0.0
17K539,high school for service & learning at erasmus,227.0,0.352,0.648,0.0,0.181,0.189,0.841,0.115,0.141,0.722,0.412,1.2,0.172,0.33,0.242,0.542,4.1,0.882,0.464,0.942,60.5,0.852,0.275,3.58,4.01,3.41,3.66,3.97,3.74,69.0,94.0,14.0,11226.0,6.1,34.9,32.5,6.7,42.4,84.8,75947.0,25.0,16.15,0.8795,0.889,0.097,17,Brooklyn,0.033,2.48,0.0,0.0,0.0,0.0
17K543,"science, technology and research early college high school at erasmus",459.0,0.466,0.534,0.0,0.013,0.15,0.671,0.007,0.061,0.588,0.39,1.7,0.695,0.266,0.475,0.926,0.2,0.805,0.122,0.976,76.1,0.888,0.694,4.72,4.37,4.12,4.45,3.23,3.58,76.0,72.0,16.0,11226.0,6.1,34.9,32.5,6.7,42.4,84.8,75947.0,25.0,0.55,1.0,0.896,0.099,17,Brooklyn,0.296,3.295,0.0,0.0,0.0,0.0
17K546,high school for public service: heroes of tomorrow,450.0,0.622,0.378,0.0,0.02,0.167,0.758,0.027,0.129,0.687,0.484,1.4,0.284,0.318,0.0,0.478,10.7,0.903,0.426,0.951,64.2,0.408,0.574,3.31,2.95,3.47,3.55,3.64,3.46,90.0,97.0,66.0,11203.0,5.2,25.6,20.0,10.5,50.2,87.9,68006.0,18.1,0.8,0.9485,0.911,0.08399999999999999,17,Brooklyn,0.067,2.865,0.0,0.0,0.0,0.0
17K547,brooklyn academy of science and the environment,261.0,0.375,0.625,0.0,0.092,0.207,0.783,0.05,0.134,0.705,0.368,2.0,0.268,0.199,0.004,0.391,6.2,0.79,0.448,0.97,69.1,0.395,0.359,3.04,3.79,3.16,3.68,3.46,3.55,64.0,76.0,58.0,11225.0,5.0,46.4,23.7,9.6,32.8,87.2,82716.0,16.7,12.15,0.8965000000000001,0.855,0.14200000000000002,17,Brooklyn,0.145,2.8150000000000004,0.0,0.0,0.0,0.0
17K548,brooklyn school for music & theatre,218.0,0.716,0.284,0.0,0.028,0.225,0.856,0.064,0.151,0.798,0.526,2.3,0.427,0.427,0.0,0.674,16.2,0.842,0.439,0.956,65.1,0.7,0.313,2.86,3.06,3.6,3.15,1.63,2.5,94.0,89.0,63.0,11225.0,5.0,46.4,23.7,9.6,32.8,87.2,82716.0,16.7,5.45,0.8035,0.954,0.032,17,Brooklyn,0.033,2.62,0.0,0.0,0.0,0.0
17K590,medgar evers college preparatory school,880.0,0.519,0.481,0.0,0.005,0.089,0.557,0.006,0.039,0.453,0.179,1.9,0.725,0.585,0.005,0.859,22.1,0.821,0.152,0.964,71.8,0.944,0.752,3.17,2.77,3.26,3.5,3.16,1.76,68.0,31.0,38.0,11225.0,5.0,46.4,23.7,9.6,32.8,87.2,82716.0,16.7,0.75,0.985,0.9390000000000001,0.058,17,Brooklyn,0.479,3.4050000000000002,0.0,0.0,0.0,1.0
17K600,clara barton high school,1191.0,0.739,0.261,0.0,0.101,0.188,0.761,0.046,0.108,0.679,0.367,2.3,0.125,0.391,0.08,0.5,16.6,0.767,0.264,0.947,65.0,0.82,0.406,2.62,3.01,3.05,3.04,3.25,2.16,67.0,73.0,20.0,11225.0,5.0,46.4,23.7,9.6,32.8,87.2,82716.0,16.7,5.4,0.84,0.944,0.049,17,Brooklyn,0.044,2.68,0.0,0.0,0.0,0.0
17K745,brooklyn institute for liberal arts,475.0,0.503,0.497,0.0,0.042,0.246,0.792,0.023,0.124,0.718,0.486,1.3,0.118,0.554,0.103,0.629,11.2,0.405,0.407,0.979,75.0,0.847,0.463,3.78,3.06,3.54,3.58,3.41,2.59,89.0,84.0,76.0,11203.0,5.2,25.6,20.0,10.5,50.2,87.9,68006.0,18.1,3.25,0.9035,0.9620000000000001,0.035,17,Brooklyn,0.119,2.6100000000000003,0.0,0.0,0.0,1.0
17K751,academy for health careers,229.0,0.729,0.271,0.0,0.057,0.162,0.849,0.057,0.157,0.79,0.43055437100213223,1.6,0.384,0.258,0.0,0.528,3.6,0.889,0.685,0.957,60.3,0.424,0.345,2.17,2.74,2.34,2.22,1.38,1.11,93.0,100.0,51.0,11213.0,7.6,31.9,25.1,12.5,31.4,83.5,54211.0,26.5,6.75,0.871,0.873,0.07400000000000001,17,Brooklyn,0.051,2.605,0.0,0.0,0.0,0.0
18K563,it takes a village academy,313.0,0.38,0.62,0.0,0.137,0.22,0.762,0.096,0.131,0.674,0.43055437100213223,1.3,0.214,0.176,0.096,0.399,3.1,0.88,0.41,0.969,60.9,0.591,0.43,3.85,3.29,3.41,1.29,2.62,2.0,58.0,59.0,11.0,11203.0,5.2,25.6,20.0,10.5,50.2,87.9,68006.0,18.1,4.449999999999999,0.8925000000000001,0.911,0.086,18,Brooklyn,0.108,2.62,0.0,0.0,0.0,0.0
18K566,brooklyn community high school for excellence and equity,183.0,0.257,0.743,0.0,0.109,0.224,0.718,0.055,0.109,0.656,0.471,1.4,0.295,0.131,0.0,0.366,1.1,0.765,0.514,0.959,63.2,0.714,0.24,3.57,3.67,3.82,3.27,3.55,2.36,65.0,89.0,12.0,11236.0,6.6,28.4,25.8,7.8,45.1,89.0,79885.0,17.5,8.725000000000001,0.8605,0.886,0.115,18,Brooklyn,0.095,2.4299999999999997,0.0,0.0,0.0,0.0
18K567,brooklyn theatre arts high school,210.0,0.641,0.359,0.0,0.057,0.271,0.828,0.1,0.152,0.762,0.412,1.8,0.248,0.252,0.0,0.357,11.1,0.882,0.665,0.96,63.3,0.21,0.338,1.91,2.22,2.6,2.41,2.76,1.91,93.0,100.0,25.0,11236.0,6.6,28.4,25.8,7.8,45.1,89.0,79885.0,17.5,7.1499999999999995,0.819,0.9380000000000001,0.048,18,Brooklyn,0.02,2.4450000000000003,0.0,0.0,0.0,0.0
